Region,Province,Municipality,Date,Rice_Growth_Stage,BPH_Hoppers_per_Hill,RSB_Dead_Hearts_Pct,RSB_White_Ears_Pct
III,Pampanga,Arayat,2020-01-12,Tillering,2.0,0.55,0.14
III,Pampanga,Arayat,2020-01-13,Tillering,4.0,0.6,0.14
III,Pampanga,Arayat,2020-01-14,Tillering,0.0,0.99,0.16
III,Pampanga,Arayat,2020-01-15,Tillering,1.0,1.17,0.16
III,Pampanga,Arayat,2020-01-16,Elongation,0.0,0.03,0.08
III,Pampanga,Arayat,2020-01-17,Elongation,1.0,0.65,0.03
III,Pampanga,Arayat,2020-01-18,Elongation,5.0,0.42,0.22
III,Pampanga,Arayat,2020-01-19,Elongation,2.0,0.88,0.16
III,Pampanga,Arayat,2020-01-20,Elongation,1.0,,0.03
III,Pampanga,Arayat,2020-01-21,Elongation,3.0,,0.07
III,Pampanga,Arayat,2020-01-22,Elongation,2.0,,0.07
III,Pampanga,Arayat,2020-01-23,Elongation,2.0,,0.12
III,Pampanga,Arayat,2020-01-24,Elongation,0.0,1.39,0.09
III,Pampanga,Arayat,2020-01-25,Elongation,4.0,,0.08
III,Pampanga,Arayat,2020-01-26,Elongation,5.0,,0.11
III,Pampanga,Arayat,2020-01-27,Elongation,3.0,,0.13
III,Pampanga,Arayat,2020-01-28,Elongation,5.0,,0.03
III,Pampanga,Arayat,2020-01-29,Elongation,1.0,,0.12
III,Pampanga,Arayat,2020-01-30,Elongation,3.0,2.07,0.12
III,Pampanga,Arayat,2020-01-31,Elongation,0.0,3.43,0.11
III,Pampanga,Arayat,2020-02-01,Elongation,3.0,2.3,0.21
III,Pampanga,Arayat,2020-02-02,Elongation,2.0,2.6,0.08
III,Pampanga,Arayat,2020-02-03,Elongation,1.0,1.64,0.23
III,Pampanga,Arayat,2020-02-04,Elongation,1.0,1.06,0.3
III,Pampanga,Arayat,2020-02-05,Panicle,2.0,0.15,2.06
III,Pampanga,Arayat,2020-02-06,Panicle,0.0,0.04,1.38
III,Pampanga,Arayat,2020-02-07,Panicle,1.0,0.03,1.29
III,Pampanga,Arayat,2020-02-08,Panicle,1.0,0.05,0.0
III,Pampanga,Arayat,2020-02-09,Panicle,3.0,0.08,1.56
III,Pampanga,Arayat,2020-02-10,Panicle,2.0,0.07,1.4
III,Pampanga,Arayat,2020-02-11,Panicle,2.0,0.0,1.44
III,Pampanga,Arayat,2020-02-12,Panicle,1.0,0.0,1.09
III,Pampanga,Arayat,2020-02-13,Panicle,1.0,0.0,1.32
III,Pampanga,Arayat,2020-02-14,Panicle,1.0,0.16,1.66
III,Pampanga,Arayat,2020-02-15,Panicle,1.0,0.12,1.03
III,Pampanga,Arayat,2020-02-16,Panicle,0.0,0.14,0.4
III,Pampanga,Arayat,2020-02-17,Panicle,2.0,0.12,0.0
III,Pampanga,Arayat,2020-02-18,Panicle,1.0,0.03,1.2
III,Pampanga,Arayat,2020-02-19,Panicle,0.0,0.0,0.09
III,Pampanga,Arayat,2020-02-20,Flowering,2.0,0.02,0.19
III,Pampanga,Arayat,2020-02-21,Flowering,1.0,0.07,0.73
III,Pampanga,Arayat,2020-02-22,Flowering,0.0,0.13,0.28
III,Pampanga,Arayat,2020-02-23,Flowering,3.0,0.1,0.6
III,Pampanga,Arayat,2020-02-24,Flowering,2.0,0.06,1.61
III,Pampanga,Arayat,2020-02-25,Flowering,0.0,0.0,0.0
III,Pampanga,Arayat,2020-02-26,Flowering,2.0,0.05,0.38
III,Pampanga,Arayat,2020-02-27,Flowering,0.0,0.11,1.45
III,Pampanga,Arayat,2020-02-28,Flowering,4.0,0.14,1.2
III,Pampanga,Arayat,2020-02-29,Flowering,1.0,0.02,0.68
III,Pampanga,Arayat,2020-03-01,Flowering,2.0,0.07,0.0
III,Pampanga,Arayat,2020-03-02,Flowering,3.0,0.15,2.03
III,Pampanga,Arayat,2020-03-03,Flowering,1.0,0.15,0.36
III,Pampanga,Arayat,2020-03-04,Flowering,3.0,0.13,0.0
III,Pampanga,Arayat,2020-03-05,Ripening,1.0,0.15,0.0
III,Pampanga,Arayat,2020-03-06,Ripening,1.0,0.17,0.05
III,Pampanga,Arayat,2020-03-07,Ripening,1.0,0.19,0.0
III,Pampanga,Arayat,2020-03-08,Ripening,0.0,0.04,0.67
III,Pampanga,Arayat,2020-03-09,Ripening,0.0,0.15,0.43
III,Pampanga,Arayat,2020-03-10,Ripening,0.0,0.15,0.0
III,Pampanga,Arayat,2020-03-11,Ripening,0.0,0.02,0.28
III,Pampanga,Arayat,2020-03-12,Ripening,1.0,0.17,1.01
III,Pampanga,Arayat,2020-03-13,Ripening,3.0,0.24,1.59
III,Pampanga,Arayat,2020-03-14,Ripening,3.0,0.0,0.39
III,Pampanga,Arayat,2020-03-15,Ripening,6.0,0.16,0.5
III,Pampanga,Arayat,2020-03-16,Ripening,2.0,0.1,0.57
III,Pampanga,Arayat,2020-03-17,Ripening,10.0,0.09,0.88
III,Pampanga,Arayat,2020-03-18,Ripening,5.0,0.0,0.35
III,Pampanga,Arayat,2020-03-19,Ripening,4.0,0.03,0.01
III,Pampanga,Arayat,2020-03-20,Ripening,4.0,0.16,0.04
III,Pampanga,Arayat,2020-03-21,Ripening,5.0,0.14,0.0
III,Pampanga,Arayat,2020-03-22,Ripening,3.0,0.21,0.0
III,Pampanga,Arayat,2020-03-23,Ripening,2.0,0.06,0.0
III,Pampanga,Arayat,2020-03-24,Ripening,3.0,0.17,1.43
III,Pampanga,Arayat,2020-03-25,Ripening,3.0,0.0,0.0
III,Pampanga,Arayat,2020-03-26,Ripening,5.0,0.13,1.4
III,Pampanga,Arayat,2020-03-27,Ripening,3.0,0.07,0.0
III,Pampanga,Arayat,2020-03-28,Ripening,0.0,0.0,0.0
III,Pampanga,Arayat,2020-03-29,Ripening,7.0,0.2,1.82
III,Pampanga,Arayat,2020-03-30,Ripening,0.0,0.04,0.0
III,Pampanga,Arayat,2020-03-31,Ripening,0.0,0.02,0.05
III,Pampanga,Arayat,2020-04-01,Ripening,1.0,0.08,0.16
III,Pampanga,Arayat,2020-04-02,Ripening,0.0,0.18,0.15
III,Pampanga,Arayat,2020-04-03,Ripening,0.0,0.09,0.14
III,Pampanga,Arayat,2020-04-04,Ripening,0.0,0.17,0.07
III,Pampanga,Arayat,2020-04-05,Ripening,0.0,0.13,0.0
III,Pampanga,Arayat,2020-04-06,Ripening,0.0,0.16,0.0
III,Pampanga,Arayat,2020-04-07,Ripening,0.0,0.12,0.28
III,Pampanga,Arayat,2020-04-08,Ripening,0.0,0.04,0.09
III,Pampanga,Arayat,2020-04-09,Ripening,0.0,0.04,0.1
III,Pampanga,Arayat,2020-04-10,Ripening,0.0,0.17,0.13
III,Pampanga,Arayat,2020-04-11,Ripening,0.0,0.07,0.13
III,Pampanga,Arayat,2020-04-12,Ripening,0.0,0.0,0.11
III,Pampanga,Arayat,2020-04-13,Ripening,0.0,0.0,0.0
III,Pampanga,Arayat,2020-04-14,Ripening,0.0,0.13,0.0
III,Pampanga,Arayat,2020-04-15,Ripening,0.0,0.15,0.0
III,Pampanga,Arayat,2020-04-16,Ripening,0.0,0.11,0.03
III,Pampanga,Arayat,2020-04-17,Ripening,0.0,0.12,0.0
III,Pampanga,Arayat,2020-04-18,Ripening,0.0,0.13,0.1
III,Pampanga,Arayat,2020-04-19,Ripening,0.0,0.12,0.06
III,Pampanga,Arayat,2020-04-20,Ripening,0.0,0.2,0.12
III,Pampanga,Arayat,2020-04-21,Ripening,0.0,0.14,0.14
III,Pampanga,Arayat,2020-04-22,Ripening,0.0,0.0,0.09
III,Pampanga,Arayat,2020-04-23,Ripening,0.0,0.14,0.03
III,Pampanga,Arayat,2020-04-24,Ripening,0.0,0.02,0.19
III,Pampanga,Arayat,2020-04-25,Ripening,0.0,0.02,0.03
III,Pampanga,Arayat,2020-04-26,Ripening,0.0,0.07,0.25
III,Pampanga,Arayat,2020-04-27,Ripening,0.0,0.0,0.0
III,Pampanga,Arayat,2020-04-28,Ripening,1.0,0.08,0.22
III,Pampanga,Arayat,2020-04-29,Ripening,0.0,0.1,0.03
III,Pampanga,Arayat,2020-04-30,Seedling,0.0,0.1,0.04
III,Pampanga,Arayat,2020-05-01,Seedling,0.0,0.05,0.13
III,Pampanga,Arayat,2020-05-02,Seedling,0.0,0.12,0.16
III,Pampanga,Arayat,2020-05-03,Seedling,0.0,0.09,0.09
III,Pampanga,Arayat,2020-05-04,Seedling,0.0,0.15,0.12
III,Pampanga,Arayat,2020-05-05,Seedling,0.0,0.08,0.04
III,Pampanga,Arayat,2020-05-06,Seedling,0.0,0.07,0.0
III,Pampanga,Arayat,2020-05-07,Seedling,0.0,0.08,0.26
III,Pampanga,Arayat,2020-05-08,Seedling,1.0,0.11,0.03
III,Pampanga,Arayat,2020-05-09,Seedling,0.0,0.15,0.14
III,Pampanga,Arayat,2020-05-10,Seedling,1.0,0.24,0.04
III,Pampanga,Arayat,2020-05-11,Seedling,,0.0,0.06
III,Pampanga,Arayat,2020-05-12,Seedling,,0.08,0.03
III,Pampanga,Arayat,2020-05-13,Seedling,0.0,0.07,0.12
III,Pampanga,Arayat,2020-05-14,Seedling,0.0,0.0,0.03
III,Pampanga,Arayat,2020-05-15,Seedling,0.0,0.2,0.03
III,Pampanga,Arayat,2020-05-16,Seedling,0.0,0.08,0.12
III,Pampanga,Arayat,2020-05-17,Seedling,0.0,0.04,0.16
III,Pampanga,Arayat,2020-05-18,Seedling,0.0,0.08,0.13
III,Pampanga,Arayat,2020-05-19,Seedling,0.0,0.03,0.17
III,Pampanga,Arayat,2020-05-20,Seedling,0.0,0.12,0.27
III,Pampanga,Arayat,2020-05-21,Seedling,0.0,0.01,0.19
III,Pampanga,Arayat,2020-05-22,Seedling,0.0,0.03,0.0
III,Pampanga,Arayat,2020-05-23,Seedling,0.0,0.0,0.0
III,Pampanga,Arayat,2020-05-24,Seedling,0.0,0.14,0.06
III,Pampanga,Arayat,2020-05-25,Seedling,0.0,0.18,0.21
III,Pampanga,Arayat,2020-05-26,Seedling,0.0,0.07,0.09
III,Pampanga,Arayat,2020-05-27,Seedling,0.0,0.0,0.12
III,Pampanga,Arayat,2020-05-28,Seedling,0.0,0.07,0.0
III,Pampanga,Arayat,2020-05-29,Seedling,0.0,0.0,0.07
III,Pampanga,Arayat,2020-05-30,Seedling,0.0,0.01,0.0
III,Pampanga,Arayat,2020-05-31,Seedling,0.0,0.21,0.16
III,Pampanga,Arayat,2020-06-01,Seedling,0.0,0.98,0.09
III,Pampanga,Arayat,2020-06-02,Seedling,2.0,0.09,0.01
III,Pampanga,Arayat,2020-06-03,Seedling,2.0,0.19,0.09
III,Pampanga,Arayat,2020-06-04,Seedling,2.0,1.03,0.03
III,Pampanga,Arayat,2020-06-05,Seedling,4.0,0.53,0.21
III,Pampanga,Arayat,2020-06-06,Seedling,5.0,0.21,0.0
III,Pampanga,Arayat,2020-06-07,Seedling,3.0,1.06,0.0
III,Pampanga,Arayat,2020-06-08,Seedling,7.0,1.05,0.04
III,Pampanga,Arayat,2020-06-09,Seedling,9.0,0.58,0.08
III,Pampanga,Arayat,2020-06-10,Seedling,13.0,1.65,0.15
III,Pampanga,Arayat,2020-06-11,Seedling,4.0,1.64,0.16
III,Pampanga,Arayat,2020-06-12,Seedling,9.0,2.84,0.02
III,Pampanga,Arayat,2020-06-13,Seedling,11.0,1.45,0.1
III,Pampanga,Arayat,2020-06-14,Seedling,13.0,1.01,0.02
III,Pampanga,Arayat,2020-06-15,Seedling,15.0,0.56,0.09
III,Pampanga,Arayat,2020-06-16,Tillering,44.0,1.53,0.11
III,Pampanga,Arayat,2020-06-17,Tillering,,1.44,0.09
III,Pampanga,Arayat,2020-06-18,Tillering,,0.59,0.01
III,Pampanga,Arayat,2020-06-19,Tillering,,0.98,0.11
III,Pampanga,Arayat,2020-06-20,Tillering,,0.14,0.07
III,Pampanga,Arayat,2020-06-21,Tillering,,0.0,0.22
III,Pampanga,Arayat,2020-06-22,Tillering,35.0,0.23,0.2
III,Pampanga,Arayat,2020-06-23,Tillering,33.0,0.17,0.0
III,Pampanga,Arayat,2020-06-24,Tillering,32.0,0.9,0.0
III,Pampanga,Arayat,2020-06-25,Tillering,32.0,0.08,0.0
III,Pampanga,Arayat,2020-06-26,Tillering,37.0,0.72,0.04
III,Pampanga,Arayat,2020-06-27,Tillering,33.0,0.0,0.0
III,Pampanga,Arayat,2020-06-28,Tillering,35.0,0.0,0.09
III,Pampanga,Arayat,2020-06-29,Tillering,35.0,0.74,0.08
III,Pampanga,Arayat,2020-06-30,Tillering,38.0,0.25,0.01
III,Pampanga,Arayat,2020-07-01,Tillering,26.0,,0.08
III,Pampanga,Arayat,2020-07-02,Tillering,38.0,,0.02
III,Pampanga,Arayat,2020-07-03,Tillering,38.0,,0.2
III,Pampanga,Arayat,2020-07-04,Tillering,33.0,,0.12
III,Pampanga,Arayat,2020-07-05,Tillering,24.0,0.39,0.07
III,Pampanga,Arayat,2020-07-06,Tillering,34.0,0.34,0.11
III,Pampanga,Arayat,2020-07-07,Tillering,32.0,0.0,0.0
III,Pampanga,Arayat,2020-07-08,Tillering,41.0,0.1,0.16
III,Pampanga,Arayat,2020-07-09,Tillering,51.0,0.39,0.25
III,Pampanga,Arayat,2020-07-10,Tillering,65.0,0.59,0.12
III,Pampanga,Arayat,2020-07-11,Tillering,53.0,0.54,0.19
III,Pampanga,Arayat,2020-07-12,Elongation,48.0,0.98,0.0
III,Pampanga,Arayat,2020-07-13,Elongation,38.0,0.72,0.1
III,Pampanga,Arayat,2020-07-14,Elongation,43.0,0.52,0.1
III,Pampanga,Arayat,2020-07-15,Elongation,45.0,0.95,0.06
III,Pampanga,Arayat,2020-07-16,Elongation,38.0,0.52,0.13
III,Pampanga,Arayat,2020-07-17,Elongation,56.0,1.42,0.11
III,Pampanga,Arayat,2020-07-18,Elongation,45.0,1.26,0.11
III,Pampanga,Arayat,2020-07-19,Elongation,38.0,0.97,0.15
III,Pampanga,Arayat,2020-07-20,Elongation,38.0,0.65,0.2
III,Pampanga,Arayat,2020-07-21,Elongation,38.0,2.03,0.09
III,Pampanga,Arayat,2020-07-22,Elongation,33.0,2.65,0.06
III,Pampanga,Arayat,2020-07-23,Elongation,27.0,4.01,0.08
III,Pampanga,Arayat,2020-07-24,Elongation,25.0,2.55,0.11
III,Pampanga,Arayat,2020-07-25,Elongation,19.0,2.89,0.0
III,Pampanga,Arayat,2020-07-26,Elongation,24.0,2.44,0.03
III,Pampanga,Arayat,2020-07-27,Elongation,23.0,3.95,0.14
III,Pampanga,Arayat,2020-07-28,Elongation,9.0,3.23,0.02
III,Pampanga,Arayat,2020-07-29,Elongation,11.0,4.5,0.19
III,Pampanga,Arayat,2020-07-30,Elongation,10.0,3.87,0.0
III,Pampanga,Arayat,2020-07-31,Elongation,6.0,4.41,0.15
III,Pampanga,Arayat,2020-08-01,Elongation,3.0,4.73,0.22
III,Pampanga,Arayat,2020-08-02,Panicle,4.0,0.06,8.0
III,Pampanga,Arayat,2020-08-03,Panicle,4.0,0.07,7.61
III,Pampanga,Arayat,2020-08-04,Panicle,4.0,0.07,5.71
III,Pampanga,Arayat,2020-08-05,Panicle,6.0,0.0,5.46
III,Pampanga,Arayat,2020-08-06,Panicle,8.0,0.13,4.72
III,Pampanga,Arayat,2020-08-07,Panicle,6.0,0.15,3.4
III,Pampanga,Arayat,2020-08-08,Panicle,9.0,0.0,3.1
III,Pampanga,Arayat,2020-08-09,Panicle,4.0,0.0,2.78
III,Pampanga,Arayat,2020-08-10,Panicle,3.0,0.16,1.38
III,Pampanga,Arayat,2020-08-11,Panicle,7.0,0.07,2.41
III,Pampanga,Arayat,2020-08-12,Panicle,6.0,0.0,1.74
III,Pampanga,Arayat,2020-08-13,Panicle,3.0,0.03,3.26
III,Pampanga,Arayat,2020-08-14,Panicle,3.0,0.14,1.75
III,Pampanga,Arayat,2020-08-15,Panicle,2.0,0.13,1.78
III,Pampanga,Arayat,2020-08-16,Panicle,3.0,0.18,0.38
III,Pampanga,Arayat,2020-08-17,Flowering,1.0,0.07,0.11
III,Pampanga,Arayat,2020-08-18,Flowering,0.0,0.32,0.73
III,Pampanga,Arayat,2020-08-19,Flowering,2.0,0.12,0.82
III,Pampanga,Arayat,2020-08-20,Flowering,3.0,0.2,0.79
III,Pampanga,Arayat,2020-08-21,Flowering,2.0,0.0,0.79
III,Pampanga,Arayat,2020-08-22,Flowering,3.0,0.06,1.88
III,Pampanga,Arayat,2020-08-23,Flowering,0.0,0.15,2.34
III,Pampanga,Arayat,2020-08-24,Flowering,2.0,0.06,0.87
III,Pampanga,Arayat,2020-08-25,Flowering,1.0,0.17,1.83
III,Pampanga,Arayat,2020-08-26,Flowering,1.0,0.13,0.29
III,Pampanga,Arayat,2020-08-27,Flowering,5.0,0.07,1.62
III,Pampanga,Arayat,2020-08-28,Flowering,1.0,0.14,1.07
III,Pampanga,Arayat,2020-08-29,Flowering,0.0,0.12,1.84
III,Pampanga,Arayat,2020-08-30,Flowering,2.0,0.03,1.84
III,Pampanga,Arayat,2020-08-31,Flowering,2.0,0.19,2.76
III,Pampanga,Arayat,2020-09-01,Flowering,1.0,0.11,2.02
III,Pampanga,Arayat,2020-09-02,Ripening,0.0,0.05,0.33
III,Pampanga,Arayat,2020-09-03,Ripening,1.0,0.0,0.43
III,Pampanga,Arayat,2020-09-04,Ripening,2.0,0.06,2.55
III,Pampanga,Arayat,2020-09-05,Ripening,1.0,0.04,0.12
III,Pampanga,Arayat,2020-09-06,Ripening,1.0,0.04,0.8
III,Pampanga,Arayat,2020-09-07,Ripening,0.0,0.0,1.52
III,Pampanga,Arayat,2020-09-08,Ripening,0.0,0.0,1.05
III,Pampanga,Arayat,2020-09-09,Ripening,0.0,0.11,2.78
III,Pampanga,Arayat,2020-09-10,Ripening,2.0,0.11,
III,Pampanga,Arayat,2020-09-11,Ripening,0.0,0.0,
III,Pampanga,Arayat,2020-09-12,Ripening,2.0,0.25,
III,Pampanga,Arayat,2020-09-13,Ripening,0.0,0.0,
III,Pampanga,Arayat,2020-09-14,Ripening,0.0,0.12,2.2
III,Pampanga,Arayat,2020-09-15,Ripening,1.0,0.11,
III,Pampanga,Arayat,2020-09-16,Ripening,1.0,0.08,
III,Pampanga,Arayat,2020-09-17,Ripening,1.0,0.0,0.8
III,Pampanga,Arayat,2020-09-18,Ripening,1.0,0.01,1.16
III,Pampanga,Arayat,2020-09-19,Ripening,0.0,0.18,0.88
III,Pampanga,Arayat,2020-09-20,Ripening,,0.0,1.2
III,Pampanga,Arayat,2020-09-21,Ripening,,0.08,1.03
III,Pampanga,Arayat,2020-09-22,Ripening,,0.24,0.0
III,Pampanga,Arayat,2020-09-23,Ripening,,0.23,1.45
III,Pampanga,Arayat,2020-09-24,Ripening,0.0,0.11,0.49
III,Pampanga,Arayat,2020-09-25,Ripening,1.0,0.12,1.7
III,Pampanga,Arayat,2020-09-26,Ripening,2.0,0.01,2.42
III,Pampanga,Arayat,2020-09-27,Ripening,0.0,0.16,1.06
III,Pampanga,Arayat,2020-09-28,Ripening,0.0,0.16,0.03
III,Pampanga,Arayat,2020-09-29,Ripening,0.0,0.07,0.11
III,Pampanga,Arayat,2020-09-30,Ripening,0.0,0.16,0.23
III,Pampanga,Arayat,2020-10-01,Ripening,0.0,0.0,0.26
III,Pampanga,Arayat,2020-10-02,Ripening,0.0,0.12,0.07
III,Pampanga,Arayat,2020-10-03,Ripening,0.0,0.0,0.11
III,Pampanga,Arayat,2020-10-04,Ripening,0.0,0.2,0.06
III,Pampanga,Arayat,2020-10-05,Ripening,1.0,0.11,0.05
III,Pampanga,Arayat,2020-10-06,Ripening,0.0,0.12,0.08
III,Pampanga,Arayat,2020-10-07,Ripening,0.0,0.25,0.2
III,Pampanga,Arayat,2020-10-08,Ripening,0.0,0.03,0.17
III,Pampanga,Arayat,2020-10-09,Ripening,0.0,0.09,0.0
III,Pampanga,Arayat,2020-10-10,Ripening,1.0,0.01,0.01
III,Pampanga,Arayat,2020-10-11,Ripening,0.0,0.08,0.17
III,Pampanga,Arayat,2020-10-12,Ripening,0.0,0.04,
III,Pampanga,Arayat,2020-10-13,Ripening,0.0,0.15,
III,Pampanga,Arayat,2020-10-14,Ripening,0.0,0.11,
III,Pampanga,Arayat,2020-10-15,Ripening,0.0,0.16,
III,Pampanga,Arayat,2020-10-16,Ripening,0.0,0.09,
III,Pampanga,Arayat,2020-10-17,Ripening,0.0,0.08,0.0
III,Pampanga,Arayat,2020-10-18,Ripening,0.0,0.24,0.08
III,Pampanga,Arayat,2020-10-19,Ripening,0.0,0.0,0.13
III,Pampanga,Arayat,2020-10-20,Ripening,0.0,0.0,0.12
III,Pampanga,Arayat,2020-10-21,Ripening,0.0,0.22,
III,Pampanga,Arayat,2020-10-22,Ripening,0.0,0.17,
III,Pampanga,Arayat,2020-10-23,Ripening,0.0,0.12,
III,Pampanga,Arayat,2020-10-24,Ripening,0.0,0.0,0.0
III,Pampanga,Arayat,2020-10-25,Ripening,0.0,0.08,
III,Pampanga,Arayat,2020-10-26,Ripening,0.0,0.09,
III,Pampanga,Arayat,2020-10-27,Ripening,0.0,0.03,
III,Pampanga,Arayat,2020-10-28,Ripening,0.0,0.03,0.11
III,Pampanga,Arayat,2020-10-29,Ripening,0.0,,0.0
III,Pampanga,Arayat,2020-10-30,Ripening,0.0,,0.13
III,Pampanga,Arayat,2020-10-31,Ripening,0.0,,0.16
III,Pampanga,Arayat,2020-11-01,Seedling,0.0,0.0,0.29
III,Pampanga,Arayat,2020-11-02,Seedling,0.0,0.09,0.05
III,Pampanga,Arayat,2020-11-03,Seedling,0.0,0.12,0.09
III,Pampanga,Arayat,2020-11-04,Seedling,0.0,0.13,0.19
III,Pampanga,Arayat,2020-11-05,Seedling,1.0,0.1,0.05
III,Pampanga,Arayat,2020-11-06,Seedling,0.0,0.05,0.19
III,Pampanga,Arayat,2020-11-07,Seedling,0.0,0.07,0.17
III,Pampanga,Arayat,2020-11-08,Seedling,0.0,0.04,0.06
III,Pampanga,Arayat,2020-11-09,Seedling,0.0,0.06,0.07
III,Pampanga,Arayat,2020-11-10,Seedling,,0.1,0.07
III,Pampanga,Arayat,2020-11-11,Seedling,,0.06,0.06
III,Pampanga,Arayat,2020-11-12,Seedling,0.0,0.07,0.06
III,Pampanga,Arayat,2020-11-13,Seedling,0.0,0.12,0.1
III,Pampanga,Arayat,2020-11-14,Seedling,0.0,0.17,0.0
III,Pampanga,Arayat,2020-11-15,Seedling,0.0,0.02,0.08
III,Pampanga,Arayat,2020-11-16,Seedling,0.0,0.11,0.04
III,Pampanga,Arayat,2020-11-17,Seedling,0.0,0.1,0.2
III,Pampanga,Arayat,2020-11-18,Seedling,0.0,0.01,0.32
III,Pampanga,Arayat,2020-11-19,Seedling,0.0,0.21,0.12
III,Pampanga,Arayat,2020-11-20,Seedling,0.0,0.11,0.03
III,Pampanga,Arayat,2020-11-21,Seedling,0.0,0.02,0.02
III,Pampanga,Arayat,2020-11-22,Seedling,0.0,0.09,0.14
III,Pampanga,Arayat,2020-11-23,Seedling,,0.0,0.08
III,Pampanga,Arayat,2020-11-24,Seedling,,0.17,0.26
III,Pampanga,Arayat,2020-11-25,Seedling,,0.04,0.13
III,Pampanga,Arayat,2020-11-26,Seedling,,0.15,0.01
III,Pampanga,Arayat,2020-11-27,Seedling,,0.17,0.0
III,Pampanga,Arayat,2020-11-28,Seedling,0.0,0.09,0.09
III,Pampanga,Arayat,2020-11-29,Seedling,0.0,0.1,0.08
III,Pampanga,Arayat,2020-11-30,Seedling,0.0,0.07,0.01
III,Pampanga,Arayat,2020-12-01,Seedling,0.0,0.19,0.2
III,Pampanga,Arayat,2020-12-02,Seedling,0.0,0.12,0.04
III,Pampanga,Arayat,2020-12-03,Seedling,0.0,0.02,0.1
III,Pampanga,Arayat,2020-12-04,Seedling,0.0,0.09,0.03
III,Pampanga,Arayat,2020-12-05,Seedling,0.0,0.0,0.04
III,Pampanga,Arayat,2020-12-06,Seedling,0.0,0.3,0.17
III,Pampanga,Arayat,2020-12-07,Seedling,1.0,0.0,0.0
III,Pampanga,Arayat,2020-12-08,Seedling,1.0,0.0,0.09
III,Pampanga,Arayat,2020-12-09,Seedling,0.0,0.0,0.06
III,Pampanga,Arayat,2020-12-10,Seedling,0.0,0.77,0.0
III,Pampanga,Arayat,2020-12-11,Seedling,1.0,1.05,0.07
III,Pampanga,Arayat,2020-12-12,Seedling,0.0,0.0,0.05
III,Pampanga,Arayat,2020-12-13,Seedling,0.0,0.94,0.13
III,Pampanga,Arayat,2020-12-14,Seedling,2.0,0.0,0.16
III,Pampanga,Arayat,2020-12-15,Seedling,1.0,0.54,0.07
III,Pampanga,Arayat,2020-12-16,Seedling,0.0,0.56,0.0
III,Pampanga,Arayat,2020-12-17,Seedling,0.0,0.22,0.08
III,Pampanga,Arayat,2020-12-18,Seedling,5.0,0.41,0.24
III,Pampanga,Arayat,2020-12-19,Seedling,2.0,1.14,0.23
III,Pampanga,Arayat,2020-12-20,Seedling,2.0,0.0,
III,Pampanga,Arayat,2020-12-21,Tillering,2.0,0.82,
III,Pampanga,Arayat,2020-12-22,Tillering,2.0,0.24,
III,Pampanga,Arayat,2020-12-23,Tillering,3.0,1.41,
III,Pampanga,Arayat,2020-12-24,Tillering,1.0,0.0,
III,Pampanga,Arayat,2020-12-25,Tillering,5.0,0.0,0.19
III,Pampanga,Arayat,2020-12-26,Tillering,1.0,0.55,0.01
III,Pampanga,Arayat,2020-12-27,Tillering,1.0,0.22,0.22
III,Pampanga,Arayat,2020-12-28,Tillering,2.0,0.0,0.15
III,Pampanga,Arayat,2020-12-29,Tillering,8.0,0.25,0.16
III,Pampanga,Arayat,2020-12-30,Tillering,3.0,0.22,0.13
III,Pampanga,Arayat,2020-12-31,Tillering,2.0,0.0,0.16
III,Pampanga,Arayat,2021-01-01,Tillering,3.0,0.12,0.0
III,Pampanga,Arayat,2021-01-02,Tillering,2.0,0.1,0.1
III,Pampanga,Arayat,2021-01-03,Tillering,0.0,0.19,0.01
III,Pampanga,Arayat,2021-01-04,Tillering,2.0,0.32,0.09
III,Pampanga,Arayat,2021-01-05,Tillering,2.0,1.06,0.14
III,Pampanga,Arayat,2021-01-06,Tillering,2.0,0.59,0.27
III,Pampanga,Arayat,2021-01-07,Tillering,5.0,0.0,0.03
III,Pampanga,Arayat,2021-01-08,Tillering,4.0,0.5,0.04
III,Pampanga,Arayat,2021-01-09,Tillering,13.0,0.13,
III,Pampanga,Arayat,2021-01-10,Tillering,11.0,0.12,
III,Pampanga,Arayat,2021-01-11,Tillering,13.0,0.46,
III,Pampanga,Arayat,2021-01-12,Tillering,11.0,0.0,
III,Pampanga,Arayat,2021-01-13,Tillering,10.0,0.24,0.06
III,Pampanga,Arayat,2021-01-14,Tillering,3.0,1.17,0.01
III,Pampanga,Arayat,2021-01-15,Tillering,5.0,0.17,0.0
III,Pampanga,Arayat,2021-01-16,Elongation,9.0,0.86,0.05
III,Pampanga,Arayat,2021-01-17,Elongation,2.0,0.17,
III,Pampanga,Arayat,2021-01-18,Elongation,1.0,0.36,
III,Pampanga,Arayat,2021-01-19,Elongation,3.0,1.05,
III,Pampanga,Arayat,2021-01-20,Elongation,4.0,1.19,
III,Pampanga,Arayat,2021-01-21,Elongation,1.0,0.0,
III,Pampanga,Arayat,2021-01-22,Elongation,5.0,0.78,0.06
III,Pampanga,Arayat,2021-01-23,Elongation,2.0,0.0,0.0
III,Pampanga,Arayat,2021-01-24,Elongation,1.0,0.46,0.12
III,Pampanga,Arayat,2021-01-25,Elongation,2.0,0.0,0.06
III,Pampanga,Arayat,2021-01-26,Elongation,0.0,0.79,0.02
